Freq.	V(vo)
2.29086765276777e+004	(7.60533551619568e-003dB,-3.41285560954075e+000°)
2.34422881531992e+004	(-7.35616405042419e-002dB,-8.96918076203210e+000°)
2.39883291901949e+004	(-1.66177342599935e-001dB,-1.47402313012920e+001°)
2.45470891568503e+004	(-2.71637497056924e-001dB,-2.07480581379118e+001°)
2.51188643150958e+004	(-3.92203888676893e-001dB,-2.70191061679367e+001°)
2.57039578276886e+004	(-5.31402007337023e-001dB,-3.35836593201667e+001°)
2.63026799189538e+004	(-6.94490876142172e-001dB,-4.04742426122604e+001°)
2.69153480392691e+004	(-8.88960528569798e-001dB,-4.77224653476776e+001°)
2.75422870333816e+004	(-1.12495473259944e+000dB,-5.53537632922982e+001°)
2.81838293126445e+004	(-1.41543378551118e+000dB,-6.33797244549449e+001°)
2.88403150312660e+004	(-1.77580810774607e+000dB,-7.17883972956066e+001°)
2.95120922666638e+004	(-2.22275549836397e+000dB,-8.05343327595880e+001°)
3.01995172040201e+004	(-2.77209037206034e+000dB,-8.95318060800353e+001°)
3.09029543251359e+004	(-3.43595014878053e+000dB,-9.86555880543053e+001°)
3.16227766016837e+004	(-4.22007976480732e+000dB,-1.07752197026569e+002°)
3.23593656929628e+004	(-5.12225955633626e+000dB,-1.16660289692384e+002°)
3.31131121482591e+004	(-6.13258320593269e+000dB,-1.25233973792508e+002°)
3.38844156139202e+004	(-7.23545991869818e+000dB,-1.33361102823827e+002°)
3.46736850452531e+004	(-8.41247478201308e+000dB,-1.40971531329920e+002°)
3.54813389233575e+004	(-9.64508606508289e+000dB,-1.48035386699093e+002°)
3.63078054770101e+004	(-1.09165172271320e+001dB,-1.54554989752859e+002°)
3.71535229097172e+004	(-1.22127117919984e+001dB,-1.60554697736476e+002°)
3.80189396320560e+004	(-1.35225493152000e+001dB,-1.66071644790523e+002°)
3.89045144994280e+004	(-1.48376160975814e+001dB,-1.71148683086506e+002°)
3.98107170553496e+004	(-1.61517776295032e+001dB,-1.75829653777607e+002°)
4.07380277804112e+004	(-1.74607109529193e+001dB,1.79843433778531e+002°)
4.16869383470335e+004	(-1.87614781025131e+001dB,1.75831865596645e+002°)
4.26579518801592e+004	(-2.00521713922222e+001dB,1.72100811731569e+002°)
4.36515832240165e+004	(-2.13316340471292e+001dB,1.68619396428724e+002°)
4.46683592150962e+004	(-2.25992475595607e+001dB,1.65360488177882e+002°)
4.57088189614874e+004	(-2.38547733972401e+001dB,1.62300358271131e+002°)
4.67735141287197e+004	(-2.50982369223484e+001dB,1.59418295008925e+002°)
4.78630092322637e+004	(-2.63298431526942e+001dB,1.56696221394912e+002°)
4.89778819368445e+004	(-2.75499161086258e+001dB,1.54118340254430e+002°)
5.01187233627271e+004	(-2.87588554289885e+001dB,1.51670816804006e+002°)
5.12861383991363e+004	(-2.99571055385530e+001dB,1.49341500993161e+002°)
5.24807460249771e+004	(-3.11451338954427e+001dB,1.47119687945301e+002°)
5.37031796370251e+004	(-3.23234157869695e+001dB,1.44995912979139e+002°)
5.49540873857623e+004	(-3.34924238374284e+001dB,1.42961777046018e+002°)
5.62341325190347e+004	(-3.46526208994462e+001dB,1.41009798408815e+002°)
5.75439937337155e+004	(-3.58044553692148e+001dB,1.39133286689561e+002°)
5.88843655355587e+004	(-3.69483582325423e+001dB,1.37326235842710e+002°)
6.00000000000000e+004	(-3.78752010190789e+001dB,1.35900874427958e+002°)
