Channel 2 (real),Channel 2 (imag)
-2.2749557629189181e-05,-1.8270943103263154e-06
-4.9830490403511523e-06,-3.8518052315850727e-05
-4.5822430448864037e-06,3.5579267814973051e-05
0.022816403970146889,-0.00097913981105820017
0.02259831816595427,-0.0011058206823867846
0.022348952188301151,-0.0011686178765358494
0.022072916604018833,-0.0012775907620995615
0.021740486753617151,-0.0013326527336694975
0.021316905032623221,-0.0014283414796460205
0.020903419655024662,-0.0015255273476303046
0.020408735839533104,-0.0016194144785082886
0.019729040462397592,-0.0016848661855108631
0.019018713376334109,-0.0017896660205968392
0.018196165654696846,-0.0018479814067469626
0.01725851912471359,-0.0019224320940524719
0.016124724906088295,-0.001999738692483711
0.014804393867668637,-0.0020072226860919197
0.013298549847874267,-0.0019735941578313885
0.011505522586278053,-0.0019177099111244073
0.0094552895183285905,-0.0017972589202747353
0.0070432029892436776,-0.0015837370650818819
0.0043133845426366734,-0.0011736299929746318
0.0010492223807001615,-0.00065209772154877649
-0.0026153523570080074,0.0001068366454226583
-0.0069651508149975849,0.0011060116239898839
-0.011919712113472499,0.0025443363883933911
-0.017783049258826008,0.0043615820457373082
-0.024389736338255013,0.0067934509079588543
-0.032098443689220421,0.010037551097275254
-0.040861463098550425,0.014253266438493672
-0.050783325226897283,0.019683655072994778
-0.06230440882520831,0.026727429850953364
-0.075041473601293596,0.035800636295877451
-0.0893173143584792,0.047340145481777125
-0.10516948822080741,0.062150294801220675
-0.12218353865574783,0.081021010504497532
-0.14019825376207781,0.10480965124630956
-0.15847475739451167,0.13454774474408526
-0.17586447915782999,0.17125768147580725
-0.19089735854917911,0.21622178495336947
-0.20127971217302273,0.27064119603041403
-0.20356460302798279,0.3338297973834623
-0.19405186135230462,0.40460833015726633
-0.17010871892446666,0.48189704934953848
-0.12777231995188454,0.55942256947239366
-0.065960356130438699,0.63183987281501863
0.012760095809678504,0.69255983858871528
0.10416556221438049,0.73633207961535196
0.20200439374126494,0.7600578629479926
0.3004261839985834,0.76399407167233124
0.39292809214132635,0.75160432874339322
0.47438120935782918,0.72479635100413231
0.54758031728514844,0.69020530311947426
0.60957913895042204,0.64898351058004644
0.66071996489650475,0.60577592911941947
0.70350185583740943,0.5614798818526141
0.73902548233129595,0.51786454229735512
0.76631338578294328,0.47669186117007767
0.79049479254603294,0.43700101510593603
0.80998903393071253,0.39986560217062633
0.82480007910699848,0.36523228997702623
0.83878858619914642,0.33223483707035545
0.84994875239020706,0.3015640297406687
0.85947912701648765,0.27222331939204658
0.86691570137111085,0.24494494301204317
0.87291210736865021,0.220506801876722
0.87845453203985024,0.19527296434952698
0.88265470876218566,0.17317497712741506
0.8862001540550416,0.15137359692922589
0.88892825307842427,0.12871855685282357
0.8917079856701976,0.10824820422809009
0.89469864667862176,0.091418923531554147
0.89538003807373356,0.07171822891237567
0.89785828421619052,0.054689211282218236
0.89992177367322712,0.035667008573922021
0.90157941899115346,0.018442295933586251
0.90417008847491631,-0.00091298328357727735
0.90307640453315097,-0.021474623528859507
0.901638808094267,-0.040119313888902587
0.90219002654902036,-0.05643626905939568
0.90377246831444558,-0.078104327612628394
0.90356424152228376,-0.098019176670795488
0.90127585415975431,-0.12005861337719945
0.90414530513022839,-0.14558909006054493
0.9042795666765473,-0.16824849649769494
0.90212408260062571,-0.20219665307947829
0.90004266765755714,-0.22865094022281157
0.89663396658289918,-0.26898357371325027
0.88859508614217764,-0.31399473370003517
0.87604595420591591,-0.35957051087293995
0.85307156398395301,-0.42149200099492701
0.81401846160451785,-0.49123289802613246
0.72312956644158677,-0.59922211131753089
0.64143777758661269,-0.65826769185622391
-0.21908311007665915,-0.86366518039366069
-0.40324021231760721,-0.68555497722073688
-0.49107410589974904,-0.51058575969768527
-0.51727983367558816,-0.35299952942880652
-0.50747698973969935,-0.22025945333736074
-0.47196722746312203,-0.11393024341171433
