250.973,3012.492535
270.9902709,3003.835071
292.6040925,2994.258012
315.9418036,2983.922474
341.1408993,2971.874063
368.3498412,2957.274867
397.728932,2941.26115
429.4512597,2922.999169
463.7037179,2902.385431
500.6881063,2878.405284
540.6223201,2851.374566
583.7416333,2820.881389
630.3000854,2787.019548
680.5719773,2748.723804
734.853488,2706.478865
793.4644195,2659.465152
856.7500805,2607.572553
925.0833212,2551.091453
998.8667298,2489.503422
1078.535004,2424.210138
1164.557514,2353.105239
1257.441064,2278.196341
1357.732882,2199.069513
1466.023841,2116.916109
1582.951942,2031.844435
1709.206071,1945.398208
1845.530062,1857.036695
1992.727072,1767.52491
2151.664318,1678.304465
2323.278187,1589.504766
2508.579748,1502.060045
2708.660714,1416.825627
2924.69987,1333.256756
3157.97002,1252.905691
3409.845486,1174.785478
3681.810202,1099.900145
3975.46646,1028.281503
4292.544348,960.967559
4634.911945,896.8558403
5004.586324,835.615822
5403.745436,778.3677417
5834.740946,724.0737003
6300.112081,673.7149489
6802.600595,626.19139
7345.166921,582.0401168
7931.007612,540.404817
8563.574173,501.6914716
9246.593397,465.2821015
9984.089321,431.410274
10780.40693,400.5685357
11640.23777,371.5740758
12568.64757,344.4530682
13571.10609,320.4695187
14653.51937,297.7982888
15822.26448,276.9643925
17084.22713,256.7153935
18446.84224,240.0086382
19918.13771,224.0853683
21506.78174,209.4350106
23222.13389,198.3555747
25074.30023,187.8513968
27074.19288,180.5354182
29233.5943,174.1173587
31565.22669,169.3412242
34082.82696,167.8812376
36801.22765,167.1456027
39736.44436,168.8662122
42905.77002,171.3895428
46327.87686,174.4702408
50022.92636,179.7365164
54012.68807,186.3022828
58320.66784,189.9606531
62972.24632,194.5724084
67994.82847,196.6949175
73418.00506,198.9260192
79273.72696,197.0124081
85596.49341,195.8480359
92423.55525,191.2656708
99795.13442,185.5764767
107754.6609,177.7487654
116349.0285,169.5443584
125628.8715,160.3015266
135648.8622,151.7975566
146468.0341,142.8884943
158150.1286,132.7176347
170763.9714,125.7820485
184383.8774,113.5713964
199090.0889,107.1833919
214969.2481,100.5420027
232114.9078,90.95279565
250628.0825,84.1789565
270617.8432,75.65626146
292201.9604,70.80307382
315507.598,61.88132294
340672.0621,55.42390114
367843.6102,50.31330564
397182.3247,42.74411021
428861.0557,37.61186053
463066.44,32.64683916
500000,28.73473177
