
1.00000000000000e+004	 ,6.28941683521416e+001 ,1.36853291654291e-001  
1.00023028502082e+004	 ,6.28941685746073e+001 ,1.36884984466708e-001  
1.00046062307284e+004	 ,6.28941687971808e+001 ,1.36916684706594e-001  
1.00069101416826e+004	 ,6.28941690198620e+001 ,1.36948392375779e-001  
1.00092145831930e+004	 ,6.28941692426512e+001 ,1.36980107476105e-001  
1.00115195553817e+004	 ,6.28941694655483e+001 ,1.37011830009307e-001  
1.00138250583710e+004	 ,6.28941696885533e+001 ,1.37043559977094e-001  
1.00161310922831e+004	 ,6.28941699116664e+001 ,1.37075297381534e-001  
1.00184376572403e+004	 ,6.28941701348876e+001 ,1.37107042224186e-001  
1.00207447533648e+004	 ,6.28941703582169e+001 ,1.37138794506971e-001  
1.00230523807790e+004	 ,6.28941705816544e+001 ,1.37170554231770e-001  
1.00253605396052e+004	 ,6.28941708052002e+001 ,1.37202321400323e-001  
1.00276692299659e+004	 ,6.28941710288543e+001 ,1.37234096014368e-001  
1.00299784519833e+004	 ,6.28941712526168e+001 ,1.37265878075824e-001  
1.00322882057800e+004	 ,6.28941714764876e+001 ,1.37297667586486e-001  
1.00345984914784e+004	 ,6.28941717004670e+001 ,1.37329464548161e-001  
1.00369093092010e+004	 ,6.28941719245549e+001 ,1.37361268962653e-001  
1.00392206590702e+004	 ,6.28941721487514e+001 ,1.37393080831740e-001  
1.00415325412088e+004	 ,6.28941723730565e+001 ,1.37424900157257e-001  
1.00438449557391e+004	 ,6.28941725974703e+001 ,1.37456726941116e-001  
1.00461579027839e+004	 ,6.28941728219929e+001 ,1.37488561184998e-001  
1.00484713824658e+004	 ,6.28941730466243e+001 ,1.37520402890804e-001  
1.00507853949074e+004	 ,6.28941732713645e+001 ,1.37552252060269e-001  
1.00530999402313e+004	 ,6.28941734962137e+001 ,1.37584108695313e-001  
1.00554150185604e+004	 ,6.28941737211719e+001 ,1.37615972797689e-001  
1.00577306300174e+004	 ,6.28941739462390e+001 ,1.37647844369178e-001  
1.00600467747250e+004	 ,6.28941741714153e+001 ,1.37679723411690e-001  
1.00623634528060e+004	 ,6.28941743967007e+001 ,1.37711609927005e-001  
1.00646806643832e+004	 ,6.28941746220953e+001 ,1.37743503916924e-001  
1.00669984095796e+004	 ,6.28941748475992e+001 ,1.37775405383304e-001  
1.00693166885180e+004	 ,6.28941750732123e+001 ,1.37807314327942e-001  
1.00716355013213e+004	 ,6.28941752989349e+001 ,1.37839230752637e-001  
1.00739548481125e+004	 ,6.28941755247668e+001 ,1.37871154659220e-001  
1.00762747290145e+004	 ,6.28941757507082e+001 ,1.37903086049592e-001  
1.00785951441503e+004	 ,6.28941759767592e+001 ,1.37935024925506e-001  
1.00809160936429e+004	 ,6.28941762029197e+001 ,1.37966971288769e-001  
1.00832375776155e+004	 ,6.28941764291899e+001 ,1.37998925141158e-001  
1.00855595961910e+004	 ,6.28941766555698e+001 ,1.38030886484650e-001  
1.00878821494927e+004	 ,6.28941768820595e+001 ,1.38062855320963e-001  
1.00902052376435e+004	 ,6.28941771086589e+001 ,1.38094831652000e-001  
1.00925288607668e+004	 ,6.28941773353682e+001 ,1.38126815479484e-001  
1.00948530189857e+004	 ,6.28941775621875e+001 ,1.38158806805266e-001  
1.00971777124234e+004	 ,6.28941777891167e+001 ,1.38190805631214e-001  
1.00995029412032e+004	 ,6.28941780161560e+001 ,1.38222811959161e-001  
1.01018287054483e+004	 ,6.28941782433053e+001 ,1.38254825790870e-001  
1.01041550052821e+004	 ,6.28941784705648e+001 ,1.38286847128293e-001  
1.01064818408279e+004	 ,6.28941786979345e+001 ,1.38318875973027e-001  
1.01088092122091e+004	 ,6.28941789254145e+001 ,1.38350912327201e-001  
1.01111371195490e+004	 ,6.28941791530048e+001 ,1.38382956192446e-001  
1.01134655629712e+004	 ,6.28941793807054e+001 ,1.38415007570602e-001  
1.01157945425990e+004	 ,6.28941796085165e+001 ,1.38447066463596e-001  
1.01181240585559e+004	 ,6.28941798364381e+001 ,1.38479132873176e-001  
1.01204541109654e+004	 ,6.28941800644702e+001 ,1.38511206801188e-001  
1.01227846999511e+004	 ,6.28941802926129e+001 ,1.38543288249520e-001  
1.01251158256365e+004	 ,6.28941805208663e+001 ,1.38575377219874e-001  
1.01274474881453e+004	 ,6.28941807492304e+001 ,1.38607473714252e-001  
1.01297796876010e+004	 ,6.28941809777052e+001 ,1.38639577734377e-001  
1.01321124241273e+004	 ,6.28941812062909e+001 ,1.38671689282095e-001  
1.01344456978479e+004	 ,6.28941814349874e+001 ,1.38703808359258e-001  
1.01367795088865e+004	 ,6.28941816637949e+001 ,1.38735934967718e-001  
1.01391138573668e+004	 ,6.28941818927134e+001 ,1.38768069109291e-001  
1.01414487434125e+004	 ,6.28941821217429e+001 ,1.38800210785785e-001  
1.01437841671476e+004	 ,6.28941823508835e+001 ,1.38832359999148e-001  
1.01461201286958e+004	 ,6.28941825801353e+001 ,1.38864516750975e-001  
1.01484566281809e+004	 ,6.28941828094983e+001 ,1.38896681043391e-001  
1.01507936657269e+004	 ,6.28941830389726e+001 ,1.38928852878164e-001  
1.01531312414576e+004	 ,6.28941832685583e+001 ,1.38961032256885e-001  
1.01554693554969e+004	 ,6.28941834982553e+001 ,1.38993219181667e-001  
1.01578080079690e+004	 ,6.28941837280638e+001 ,1.39025413654370e-001  
1.01601471989976e+004	 ,6.28941839579837e+001 ,1.39057615676584e-001  
1.01624869287069e+004	 ,6.28941841880153e+001 ,1.39089825250400e-001  
1.01648271972209e+004	 ,6.28941844181584e+001 ,1.39122042377504e-001  
1.01671680046637e+004	 ,6.28941846484132e+001 ,1.39154267059716e-001  
1.01695093511594e+004	 ,6.28941848787798e+001 ,1.39186499299136e-001  
1.01718512368321e+004	 ,6.28941851092582e+001 ,1.39218739097298e-001  
1.01741936618060e+004	 ,6.28941853398484e+001 ,1.39250986456263e-001  
1.01765366262053e+004	 ,6.28941855705505e+001 ,1.39283241377685e-001  
1.01788801301542e+004	 ,6.28941858013645e+001 ,1.39315503863564e-001  
1.01812241737769e+004	 ,6.28941860322906e+001 ,1.39347773915623e-001  
1.01835687571978e+004	 ,6.28941862633288e+001 ,1.39380051535806e-001  
1.01859138805411e+004	 ,6.28941864944790e+001 ,1.39412336725931e-001  
1.01882595439312e+004	 ,6.28941867257415e+001 ,1.39444629487791e-001  
1.01906057474925e+004	 ,6.28941869571163e+001 ,1.39476929823429e-001  
1.01929524913492e+004	 ,6.28941871886033e+001 ,1.39509237734352e-001  
1.01952997756260e+004	 ,6.28941874202027e+001 ,1.39541553222759e-001  
1.01976476004471e+004	 ,6.28941876519145e+001 ,1.39573876290229e-001  
1.01999959659371e+004	 ,6.28941878837388e+001 ,1.39606206938666e-001  
1.02023448722206e+004	 ,6.28941881156756e+001 ,1.39638545170104e-001  
1.02046943194219e+004	 ,6.28941883477250e+001 ,1.39670890986255e-001  
1.02070443076658e+004	 ,6.28941885798871e+001 ,1.39703244388832e-001  
1.02093948370767e+004	 ,6.28941888121618e+001 ,1.39735605379915e-001  
1.02117459077794e+004	 ,6.28941890445494e+001 ,1.39767973961286e-001  
1.02140975198984e+004	 ,6.28941892770497e+001 ,1.39800350134778e-001  
1.02164496735585e+004	 ,6.28941895096630e+001 ,1.39832733902226e-001  
1.02188023688843e+004	 ,6.28941897423891e+001 ,1.39865125265507e-001  
1.02211556060007e+004	 ,6.28941899752283e+001 ,1.39897524226514e-001  
