Freq.	V(vout)
1.10662378397766e+004	(-3.36481699348595e-001dB,1.74466708238305e+002°)
1.10917481526240e+004	(-3.36337994888309e-001dB,1.74453315782675e+002°)
1.11173172728159e+004	(-3.36193552266095e-001dB,1.74439887752182e+002°)
1.11429453359173e+004	(-3.36048367326370e-001dB,1.74426424028701e+002°)
1.11686324778056e+004	(-3.35902435886561e-001dB,1.74412924493539e+002°)
1.11943788346715e+004	(-3.35755753736919e-001dB,1.74399389027435e+002°)
1.12201845430196e+004	(-3.35608316640411e-001dB,1.74385817510551e+002°)
1.12460497396692e+004	(-3.35460120332345e-001dB,1.74372209822472e+002°)
1.12719745617551e+004	(-3.35311160520355e-001dB,1.74358565842199e+002°)
1.12979591467279e+004	(-3.35161432883967e-001dB,1.74344885448147e+002°)
1.13240036323555e+004	(-3.35010933074489e-001dB,1.74331168518140e+002°)
1.13501081567231e+004	(-3.34859656714902e-001dB,1.74317414929407e+002°)
1.13762728582343e+004	(-3.34707599399388e-001dB,1.74303624558578e+002°)
1.14024978756117e+004	(-3.34554756693356e-001dB,1.74289797281678e+002°)
1.14287833478977e+004	(-3.34401124132940e-001dB,1.74275932974127e+002°)
1.14551294144553e+004	(-3.34246697225123e-001dB,1.74262031510732e+002°)
1.14815362149688e+004	(-3.34091471447200e-001dB,1.74248092765683e+002°)
1.15080038894443e+004	(-3.33935442246598e-001dB,1.74234116612550e+002°)
1.15345325782109e+004	(-3.33778605040874e-001dB,1.74220102924278e+002°)
1.15611224219210e+004	(-3.33620955217121e-001dB,1.74206051573184e+002°)
1.15877735615512e+004	(-3.33462488132014e-001dB,1.74191962430948e+002°)
1.16144861384034e+004	(-3.33303199111426e-001dB,1.74177835368614e+002°)
1.16412602941049e+004	(-3.33143083450160e-001dB,1.74163670256582e+002°)
1.16680961706096e+004	(-3.32982136411923e-001dB,1.74149466964605e+002°)
1.16949939101987e+004	(-3.32820353228767e-001dB,1.74135225361783e+002°)
1.17219536554813e+004	(-3.32657729101015e-001dB,1.74120945316561e+002°)
1.17489755493953e+004	(-3.32494259196965e-001dB,1.74106626696719e+002°)
1.17760597352080e+004	(-3.32329938652683e-001dB,1.74092269369374e+002°)
1.18032063565173e+004	(-3.32164762571712e-001dB,1.74077873200969e+002°)
1.18304155572516e+004	(-3.31998726024710e-001dB,1.74063438057272e+002°)
1.18576874816716e+004	(-3.31831824049372e-001dB,1.74048963803371e+002°)
1.18850222743701e+004	(-3.31664051650002e-001dB,1.74034450303667e+002°)
1.19124200802737e+004	(-3.31495403797385e-001dB,1.74019897421869e+002°)
1.19398810446427e+004	(-3.31325875428388e-001dB,1.74005305020991e+002°)
1.19674053130724e+004	(-3.31155461445701e-001dB,1.73990672963347e+002°)
1.19949930314937e+004	(-3.30984156717673e-001dB,1.73976001110543e+002°)
1.20226443461741e+004	(-3.30811956077875e-001dB,1.73961289323474e+002°)
