
1.00000000000000e+004	   ,6.28939877817834e+001    ,1.00248970002551e-001    
1.00023028502082e+004	   ,6.28939879280632e+001    ,1.00272247714852e-001    
1.00046062307284e+004	   ,6.28939880744149e+001    ,1.00295530926926e-001    
1.00069101416826e+004	   ,6.28939882208386e+001    ,1.00318819640126e-001    
1.00092145831930e+004	   ,6.28939883673344e+001    ,1.00342113855834e-001    
1.00115195553817e+004	   ,6.28939885139023e+001    ,1.00365413575411e-001    
1.00138250583710e+004	   ,6.28939886605423e+001    ,1.00388718800233e-001    
1.00161310922831e+004	   ,6.28939888072545e+001    ,1.00412029531684e-001    
1.00184376572403e+004	   ,6.28939889540389e+001    ,1.00435345771121e-001    
1.00207447533648e+004	   ,6.28939891008955e+001    ,1.00458667519923e-001    
1.00230523807790e+004	   ,6.28939892478244e+001    ,1.00481994779465e-001    
1.00253605396052e+004	   ,6.28939893948257e+001    ,1.00505327551121e-001    
1.00276692299659e+004	   ,6.28939895418992e+001    ,1.00528665836266e-001    
1.00299784519833e+004	   ,6.28939896890452e+001    ,1.00552009636267e-001    
1.00322882057800e+004	   ,6.28939898362636e+001    ,1.00575358952511e-001    
1.00345984914784e+004	   ,6.28939899835545e+001    ,1.00598713786363e-001    
1.00369093092010e+004	   ,6.28939901309179e+001    ,1.00622074139203e-001    
1.00392206590702e+004	   ,6.28939902783538e+001    ,1.00645440012406e-001    
1.00415325412088e+004	   ,6.28939904258623e+001    ,1.00668811407358e-001    
1.00438449557391e+004	   ,6.28939905734435e+001    ,1.00692188325425e-001    
1.00461579027839e+004	   ,6.28939907210973e+001    ,1.00715570767985e-001    
1.00484713824658e+004	   ,6.28939908688237e+001    ,1.00738958736423e-001    
1.00507853949074e+004	   ,6.28939910166230e+001    ,1.00762352232110e-001    
1.00530999402313e+004	   ,6.28939911644950e+001    ,1.00785751256432e-001    
1.00554150185604e+004	   ,6.28939913124398e+001    ,1.00809155810764e-001    
1.00577306300174e+004	   ,6.28939914604575e+001    ,1.00832565896488e-001    
1.00600467747250e+004	   ,6.28939916085480e+001    ,1.00855981514972e-001    
1.00623634528060e+004	   ,6.28939917567115e+001    ,1.00879402667614e-001    
1.00646806643832e+004	   ,6.28939919049480e+001    ,1.00902829355782e-001    
1.00669984095796e+004	   ,6.28939920532574e+001    ,1.00926261580864e-001    
1.00693166885180e+004	   ,6.28939922016399e+001    ,1.00949699344244e-001    
1.00716355013213e+004	   ,6.28939923500955e+001    ,1.00973142647296e-001    
1.00739548481125e+004	   ,6.28939924986242e+001    ,1.00996591491406e-001    
1.00762747290145e+004	   ,6.28939926472260e+001    ,1.01020045877956e-001    
1.00785951441503e+004	   ,6.28939927959011e+001    ,1.01043505808333e-001    
1.00809160936429e+004	   ,6.28939929446494e+001    ,1.01066971283915e-001    
1.00832375776155e+004	   ,6.28939930934709e+001    ,1.01090442306089e-001    
1.00855595961910e+004	   ,6.28939932423658e+001    ,1.01113918876234e-001    
1.00878821494927e+004	   ,6.28939933913340e+001    ,1.01137400995741e-001    
1.00902052376435e+004	   ,6.28939935403756e+001    ,1.01160888665996e-001    
1.00925288607668e+004	   ,6.28939936894906e+001    ,1.01184381888378e-001    
1.00948530189857e+004	   ,6.28939938386791e+001    ,1.01207880664284e-001    
1.00971777124234e+004	   ,6.28939939879411e+001    ,1.01231384995089e-001    
1.00995029412032e+004	   ,6.28939941372766e+001    ,1.01254894882186e-001    
1.01018287054483e+004	   ,6.28939942866857e+001    ,1.01278410326956e-001    
1.01041550052821e+004	   ,6.28939944361685e+001    ,1.01301931330792e-001    
1.01064818408279e+004	   ,6.28939945857249e+001    ,1.01325457895082e-001    
1.01088092122091e+004	   ,6.28939947353549e+001    ,1.01348990021214e-001    
1.01111371195490e+004	   ,6.28939948850588e+001    ,1.01372527710578e-001    
1.01134655629712e+004	   ,6.28939950348364e+001    ,1.01396070964557e-001    
1.01157945425990e+004	   ,6.28939951846878e+001    ,1.01419619784546e-001    
1.01181240585559e+004	   ,6.28939953346130e+001    ,1.01443174171937e-001    
1.01204541109654e+004	   ,6.28939954846122e+001    ,1.01466734128115e-001    
1.01227846999511e+004	   ,6.28939956346852e+001    ,1.01490299654471e-001    
1.01251158256365e+004	   ,6.28939957848323e+001    ,1.01513870752403e-001    
1.01274474881453e+004	   ,6.28939959350533e+001    ,1.01537447423284e-001    
1.01297796876010e+004	   ,6.28939960853484e+001    ,1.01561029668538e-001    
1.01321124241273e+004	   ,6.28939962357176e+001    ,1.01584617489537e-001    
1.01344456978479e+004	   ,6.28939963861609e+001    ,1.01608210887670e-001    
1.01367795088865e+004	   ,6.28939965366784e+001    ,1.01631809864341e-001    
1.01391138573668e+004	   ,6.28939966872700e+001    ,1.01655414420935e-001    
1.01414487434125e+004	   ,6.28939968379359e+001    ,1.01679024558856e-001    
1.01437841671476e+004	   ,6.28939969886761e+001    ,1.01702640279488e-001    
1.01461201286958e+004	   ,6.28939971394906e+001    ,1.01726261584230e-001    
1.01484566281809e+004	   ,6.28939972903795e+001    ,1.01749888474482e-001    
1.01507936657269e+004	   ,6.28939974413427e+001    ,1.01773520951634e-001    
1.01531312414576e+004	   ,6.28939975923804e+001    ,1.01797159017083e-001    
1.01554693554969e+004	   ,6.28939977434926e+001    ,1.01820802672231e-001    
1.01578080079690e+004	   ,6.28939978946793e+001    ,1.01844451918464e-001    
1.01601471989976e+004	   ,6.28939980459405e+001    ,1.01868106757188e-001    
1.01624869287069e+004	   ,6.28939981972763e+001    ,1.01891767189799e-001    
1.01648271972209e+004	   ,6.28939983486868e+001    ,1.01915433217689e-001    
1.01671680046637e+004	   ,6.28939985001719e+001    ,1.01939104842271e-001    
1.01695093511594e+004	   ,6.28939986517317e+001    ,1.01962782064928e-001    
1.01718512368321e+004	   ,6.28939988033663e+001    ,1.01986464887070e-001    
1.01741936618060e+004	   ,6.28939989550757e+001    ,1.02010153310096e-001    
1.01765366262053e+004	   ,6.28939991068599e+001    ,1.02033847335397e-001    
1.01788801301542e+004	   ,6.28939992587189e+001    ,1.02057546964384e-001    
1.01812241737769e+004	   ,6.28939994106529e+001    ,1.02081252198452e-001    
1.01835687571978e+004	   ,6.28939995626618e+001    ,1.02104963039008e-001    
1.01859138805411e+004	   ,6.28939997147457e+001    ,1.02128679487445e-001    
1.01882595439312e+004	   ,6.28939998669047e+001    ,1.02152401545174e-001    
1.01906057474925e+004	   ,6.28940000191386e+001    ,1.02176129213592e-001    
1.01929524913492e+004	   ,6.28940001714477e+001    ,1.02199862494104e-001    
1.01952997756260e+004	   ,6.28940003238320e+001    ,1.02223601388119e-001    
