Time (s),Channel 1 (V),Channel 2 (V)
-5.2879213483146084e-05,0.00073739253864213428,0.31554205242891048
-5.2849213483146073e-05,-0.0078722004403712909,0.25477599781525939
-5.2819213483146061e-05,-0.00058716022735933729,0.0077052263091037217
-5.2789213483146077e-05,0.00073739253864213428,-0.21599398573005968
-5.2759213483146065e-05,-0.0035674039508598152,-0.34754247758597046
-5.2729213483146081e-05,0.0070290181771471387,-0.31415453549058825
-5.2699213483146069e-05,-0.0012494366103610322,-0.11583015944382158
-5.2669213483146085e-05,-0.0025739893763625037,0.12957121495735022
-5.2639213483146073e-05,-0.011183582355376531,0.28482514570113082
-5.2609213483146062e-05,-0.00091829841886319642,0.29818032253924931
-5.2579213483146077e-05,-0.0068787858658697631,0.1956793403063789
-5.2549213483146066e-05,-0.0019117129933599055,-0.087784288083761583
-5.2519213483146081e-05,0.0027242216876430811,-0.27842943744839455
-5.248921348314607e-05,0.00040625434714158803,-0.34420368337644436
-5.2459213483146085e-05,0.0066978799856485501,-0.26707753713607607
-5.2429213483146074e-05,-0.0012494366103610322,-0.023345559839528351
-5.2399213483146062e-05,-0.0048919567168653521,0.19000339015021403
-5.2369213483146077e-05,-0.0019117129933620136,0.31153549937746094
-5.2339213483146066e-05,-0.0072099240573675989,0.27614428075624786
-5.2309213483146081e-05,-0.0012494366103637427,0.10987232912124389
-5.227921348314607e-05,-0.0022428511848625599,-0.15255689574877551
-5.2249213483146085e-05,-0.0029051275678632403,-0.32517255638198062
-5.2219213483146074e-05,0.0057044654111498838,-0.33886161264117831
-5.2189213483146062e-05,0.0047110508366453446,-0.20597760310131658
-5.2159213483146078e-05,-0.0019117129933620136,0.056117742347553845
-5.2129213483146066e-05,-0.010521305972375439,0.23474323255801177
-5.2099213483146082e-05,0.0023930834961388824,0.31186937879838
-5.206921348314607e-05,-0.0075410622488708556,0.24676289171236032
-5.2039213483146072e-05,-0.0012494366103610322,0.0040325526787100552
-5.2009213483146074e-05,0.0010685307301426805,-0.21799726225578442
-5.1979213483146076e-05,-0.0012494366103610322,-0.35054739237457277
-5.1949213483146078e-05,0.0080224327516534855,-0.31549005317438938
-5.1919213483146067e-05,-0.0032362657593640876,-0.10948645044569316
-5.1889213483146069e-05,-0.0019117129933620136,0.12556466190601223
-5.185921348314607e-05,-0.010190167780875004,0.28949945759448859
-5.1829213483146072e-05,-0.00091829841886048591,0.31053386111459857
-5.1799213483146074e-05,-0.0062165094828687817,0.20536184351404863
-5.1769213483146076e-05,-0.0025739893763631061,-0.083443855611271212
-5.1739213483146078e-05,0.0020619453046442082,-0.27642616092275651
-5.1709213483146067e-05,-0.00058716022735993967,-0.35455394542602225
-5.1679213483146069e-05,0.0076912945601530502,-0.2841053876047015
-5.1649213483146071e-05,-0.0025739893763631061,-0.027018233470023745
-5.1619213483146073e-05,-0.005223094908367143,0.18132252520535141
-5.1589213483146075e-05,-0.0032362657593640876,0.31019998169364449
-5.1559213483146077e-05,-0.0072099240573703094,0.27948307496586478
-5.1529213483146079e-05,-0.0019117129933620136,0.12623242074792052
-5.1499213483146067e-05,0.0010685307301426805,-0.15823284590499564
-5.1469213483146069e-05,-0.005223094908367143,-0.31549005317438938
-5.1439213483146071e-05,0.0063667417941509763,-0.34787635700693986
-5.1409213483146073e-05,0.0030553598791457359,-0.20297268831284865
-5.1379213483146075e-05,-0.0055542330998676892,0.060792054240911608
-5.1349213483146077e-05,-0.0029051275678635413,0.22773176471797507
-5.1319213483146079e-05,-0.0065476476743692169,0.34225240610524066
-5.1289213483146067e-05,-0.0045608185253661615,0.24309021808186493
-5.1259213483146069e-05,0.0027242216876451897,0.021728161989278738
-5.1229213483146071e-05,-0.0048919567168667077,-0.20096941178712391
