Freq.,Vout
2.57039578276881e+003,-9.01314646045324e-003,1.65930815369598e+002
2.57632115700252e+003,-8.96701484188618e-003,1.65898285789683e+002
2.58226019063454e+003,-8.92067817486468e-003,1.65865680551684e+002
2.58821291515303e+003,-8.87413558644142e-003,1.65832999476562e+002
2.59417936211876e+003,-8.82738620036439e-003,1.65800242384834e+002
2.60015956316521e+003,-8.78042913701445e-003,1.65767409096570e+002
2.60615354999884e+003,-8.73326351340854e-003,1.65734499431395e+002
2.61216135439915e+003,-8.68588844321924e-003,1.65701513208482e+002
2.61818300821893e+003,-8.63830303673459e-003,1.65668450246558e+002
2.62421854338438e+003,-8.59050640084582e-003,1.65635310363897e+002
2.63026799189532e+003,-8.54249763903222e-003,1.65602093378321e+002
2.63633138582532e+003,-8.49427585142999e-003,1.65568799107199e+002
2.64240875732189e+003,-8.44584013467425e-003,1.65535427367445e+002
2.64850013860664e+003,-8.39718958207214e-003,1.65501977975517e+002
2.65460556197548e+003,-8.34832328345931e-003,1.65468450747416e+002
2.66072505979875e+003,-8.29924032522921e-003,1.65434845498684e+002
2.66685866452142e+003,-8.24993979028322e-003,1.65401162044404e+002
2.67300640866325e+003,-8.20042075818155e-003,1.65367400199197e+002
2.67916832481897e+003,-8.15068230493796e-003,1.65333559777220e+002
2.68534444565845e+003,-8.10072350306165e-003,1.65299640592170e+002
2.69153480392685e+003,-8.05054342172837e-003,1.65265642457276e+002
2.69773943244486e+003,-8.00014112643334e-003,1.65231565185302e+002
2.70395836410878e+003,-7.94951567931875e-003,1.65197408588542e+002
2.71019163189078e+003,-7.89866613892512e-003,1.65163172478824e+002
2.71643926883902e+003,-7.84759156034506e-003,1.65128856667504e+002
2.72270130807785e+003,-7.79629099512621e-003,1.65094460965467e+002
2.72897778280798e+003,-7.74476349123773e-003,1.65059985183123e+002
2.73526872630665e+003,-7.69300809319424e-003,1.65025429130410e+002
2.74157417192782e+003,-7.64102384187569e-003,1.64990792616789e+002
2.74789415310233e+003,-7.58880977470914e-003,1.64956075451244e+002
2.75422870333810e+003,-7.53636492543464e-003,1.64921277442280e+002
2.76057785622028e+003,-7.48368832427828e-003,1.64886398397925e+002
2.76694164541145e+003,-7.43077899791887e-003,1.64851438125722e+002
2.77332010465178e+003,-7.37763596938592e-003,1.64816396432732e+002
2.77971326775922e+003,-7.32425825812954e-003,1.64781273125536e+002
2.78612116862970e+003,-7.27064488001311e-003,1.64746068010224e+002
2.79254384123727e+003,-7.21679484726924e-003,1.64710780892403e+002
2.79898131963430e+003,-7.16270716850401e-003,1.64675411577190e+002
2.80543363795165e+003,-7.10838084870121e-003,1.64639959869215e+002
2.81190083039887e+003,-7.05381488924111e-003,1.64604425572615e+002
2.81838293126439e+003,-6.99900828775505e-003,1.64568808491034e+002
2.82487997491564e+003,-6.94396003837390e-003,1.64533108427623e+002
2.83139199579931e+003,-6.88866913141289e-003,1.64497325185040e+002
2.83791902844149e+003,-6.83313455366437e-003,1.64461458565442e+002
2.84446110744785e+003,-6.77735528810780e-003,1.64425508370493e+002
2.85101826750384e+003,-6.72133031414170e-003,1.64389474401354e+002
2.85759054337488e+003,-6.66505860742487e-003,1.64353356458685e+002
2.86417796990651e+003,-6.60853913991923e-003,1.64317154342646e+002
2.87078058202462e+003,-6.55177087992114e-003,1.64280867852891e+002
2.87739841473560e+003,-6.49475279193442e-003,1.64244496788570e+002
2.88403150312654e+003,-6.43748383683772e-003,1.64208040948327e+002
2.89067988236540e+003,-6.37996297171222e-003,1.64171500130295e+002
2.89734358770125e+003,-6.32218914995781e-003,1.64134874132100e+002
2.90402265446438e+003,-6.26416132115270e-003,1.64098162750856e+002
2.91071711806653e+003,-6.20587843119661e-003,1.64061365783164e+002
2.91742701400109e+003,-6.14733942226491e-003,1.64024483025111e+002
2.92415237784326e+003,-6.08854323267299e-003,1.63987514272268e+002
2.93089324525025e+003,-6.02948879702339e-003,1.63950459319691e+002
2.93764965196146e+003,-5.97017504612711e-003,1.63913317961915e+002
2.94442163379869e+003,-5.91060090702528e-003,1.63876089992955e+002
2.95120922666631e+003,-5.85076530297033e-003,1.63838775206306e+002
2.95801246655147e+003,-5.79066715341677e-003,1.63801373394939e+002
2.96483138952427e+003,-5.73030537401394e-003,1.63763884351299e+002
2.97166603173795e+003,-5.66967887660746e-003,1.63726307867308e+002
2.97851642942911e+003,-5.60878656919718e-003,1.63688643734356e+002
2.98538261891788e+003,-5.54762735602650e-003,1.63650891743306e+002
2.99226463660811e+003,-5.48620013743609e-003,1.63613051684491e+002
2.99916251898757e+003,-5.42450381000145e-003,1.63575123347711e+002
3.00607630262815e+003,-5.36253726640984e-003,1.63537106522230e+002
3.01300602418604e+003,-5.30029939555340e-003,1.63499000996779e+002
3.01995172040194e+003,-5.23778908242640e-003,1.63460806559551e+002
3.02691342810123e+003,-5.17500520816433e-003,1.63422522998199e+002
3.03389118419419e+003,-5.11194665009936e-003,1.63384150099838e+002
3.04088502567620e+003,-5.04861228161325e-003,1.63345687651040e+002
3.04789498962790e+003,-4.98500097230280e-003,1.63307135437833e+002
3.05492111321543e+003,-4.92111158782890e-003,1.63268493245700e+002
3.06196343369060e+003,-4.85694298997588e-003,1.63229760859578e+002
3.06902198839108e+003,-4.79249403664044e-003,1.63190938063856e+002
3.07609681474063e+003,-4.72776358185146e-003,1.63152024642372e+002
3.08318795024927e+003,-4.66275047571071e-003,1.63113020378412e+002
3.09029543251351e+003,-4.59745356443195e-003,1.63073925054711e+002
3.09741929921650e+003,-4.53187169030092e-003,1.63034738453447e+002
3.10455958812827e+003,-4.46600369172510e-003,1.62995460356242e+002
3.11171633710594e+003,-4.39984840316573e-003,1.62956090544161e+002
3.11888958409385e+003,-4.33340465516632e-003,1.62916628797707e+002
3.12607936712387e+003,-4.26667127434642e-003,1.62877074896824e+002
3.13328572431550e+003,-4.19964708341475e-003,1.62837428620891e+002
3.14050869387613e+003,-4.13233090112435e-003,1.62797689748723e+002
3.14774831410123e+003,-4.06472154227219e-003,1.62757858058569e+002
3.15500462337454e+003,-3.99681781775666e-003,1.62717933328107e+002
3.16227766016829e+003,-3.92861853450477e-003,1.62677915334450e+002
3.16956746304341e+003,-3.86012249550360e-003,1.62637803854134e+002
3.17687407064968e+003,-3.79132849978448e-003,1.62597598663126e+002
3.18419752172604e+003,-3.72223534239943e-003,1.62557299536816e+002
3.19153785510067e+003,-3.65284181447959e-003,1.62516906250016e+002
3.19889510969131e+003,-3.58314670317410e-003,1.62476418576962e+002
3.20626932450538e+003,-3.51314879165161e-003,1.62435836291309e+002
3.21366053864023e+003,-3.44284685916263e-003,1.62395159166130e+002
3.22106879128335e+003,-3.37223968089635e-003,1.62354386973912e+002
3.22849412171255e+003,-3.30132602818096e-003,1.62313519486560e+002
3.23593656929619e+003,-3.23010466829707e-003,1.62272556475390e+002
3.24339617349340e+003,-3.15857436453522e-003,1.62231497711129e+002
3.25087297385425e+003,-3.08673387627274e-003,1.62190342963913e+002
3.25836701002000e+003,-3.01458195880548e-003,1.62149092003286e+002
3.26587832172327e+003,-2.94211736354910e-003,1.62107744598198e+002
3.27340694878829e+003,-2.86933883785933e-003,1.62066300517001e+002
3.28095293113110e+003,-2.79624512512898e-003,1.62024759527451e+002
3.28851630875974e+003,-2.72283496476935e-003,1.61983121396703e+002
3.29609712177449e+003,-2.64910709222623e-003,1.61941385891310e+002
3.30369541036806e+003,-2.57506023888122e-003,1.61899552777223e+002
3.31131121482582e+003,-2.50069313218739e-003,1.61857621819787e+002
3.31894457552601e+003,-2.42600449553584e-003,1.61815592783740e+002
3.32659553293995e+003,-2.35099304841746e-003,1.61773465433210e+002
3.33426412763226e+003,-2.27565750626533e-003,1.61731239531715e+002
3.34195040026105e+003,-2.19999658053453e-003,1.61688914842161e+002
3.34965439157818e+003,-2.12400897865069e-003,1.61646491126838e+002
3.35737614242945e+003,-2.04769340415051e-003,1.61603968147420e+002
3.36511569375481e+003,-1.97104855641424e-003,1.61561345664964e+002
3.37287308658860e+003,-1.89407313097027e-003,1.61518623439903e+002
3.38064836205972e+003,-1.81676581927775e-003,1.61475801232053e+002
3.38844156139193e+003,-1.73912530884303e-003,1.61432878800602e+002
3.39625272590399e+003,-1.66115028317886e-003,1.61389855904114e+002
3.40408189700991e+003,-1.58283942170577e-003,1.61346732300524e+002
3.41192911621919e+003,-1.50419140004398e-003,1.61303507747137e+002
3.41979442513699e+003,-1.42520488965827e-003,1.61260182000629e+002
3.42767786546441e+003,-1.34587855810070e-003,1.61216754817038e+002
3.43557947899865e+003,-1.26621106894480e-003,1.61173225951769e+002
3.44349930763329e+003,-1.18620108176698e-003,1.61129595159589e+002
3.45143739335846e+003,-1.10584725215787e-003,1.61085862194625e+002
3.45939377826112e+003,-1.02514823172686e-003,1.61042026810363e+002
3.46736850452522e+003,-9.44102668145279e-004,1.60998088759644e+002
3.47536161443196e+003,-8.62709205084446e-004,1.60954047794666e+002
3.48337315036002e+003,-7.80966482244341e-004,1.60909903666977e+002
3.49140315478576e+003,-6.98873135364001e-004,1.60865656127476e+002
3.49945167028347e+003,-6.16427796233828e-004,1.60821304926412e+002
3.50751873952558e+003,-5.33629092653899e-004,1.60776849813377e+002
3.51560440528288e+003,-4.50475648537906e-004,1.60732290537312e+002
3.52370871042477e+003,-3.66966083801072e-004,1.60687626846495e+002
3.53183169791947e+003,-2.83099014397557e-004,1.60642858488549e+002
3.53997341083424e+003,-1.98873052414763e-004,1.60597985210432e+002
3.54813389233565e+003,-1.14286805939087e-004,1.60553006758439e+002
3.55631318568975e+003,-2.93388791135941e-005,1.60507922878200e+002
3.56451133426234e+003,5.59721277647802e-005,1.60462733314676e+002
3.57272838151918e+003,1.41647618344739e-004,1.60417437812159e+002
3.58096437102626e+003,2.27689000223696e-004,1.60372036114266e+002
3.58921934644995e+003,3.14097684851523e-004,1.60326527963942e+002
3.59749335155732e+003,4.00875087634865e-004,1.60280913103456e+002
3.60578643021632e+003,4.88022627809054e-004,1.60235191274396e+002
3.61409862639603e+003,5.75541728551097e-004,1.60189362217672e+002
3.62242998416688e+003,6.63433816859296e-004,1.60143425673509e+002
3.63078054770091e+003,7.51700323660439e-004,1.60097381381448e+002
3.63915036127196e+003,8.40342683697128e-004,1.60051229080342e+002
3.64753946925597e+003,9.29362335530817e-004,1.60004968508356e+002
3.65594791613114e+003,1.01876072168948e-003,1.59958599402962e+002
3.66437574647822e+003,1.10853928840645e-003,1.59912121500940e+002
3.67282300498074e+003,1.19869948581241e-003,1.59865534538371e+002
3.68128973642520e+003,1.28924276785551e-003,1.59818838250642e+002
3.68977598570139e+003,1.38017059225230e-003,1.59772032372435e+002
3.69828179780255e+003,1.47148442054089e-003,1.59725116637734e+002
3.70680721782565e+003,1.56318571805695e-003,1.59678090779815e+002
3.71535229097161e+003,1.65527595386923e-003,1.59630954531249e+002
3.72391706254557e+003,1.74775660085967e-003,1.59583707623895e+002
3.73250157795709e+003,1.84062913563965e-003,1.59536349788904e+002
3.74110588272042e+003,1.93389503858571e-003,1.59488880756710e+002
3.74973002245472e+003,2.02755579374424e-003,1.59441300257032e+002
3.75837404288433e+003,2.12161288895785e-003,1.59393608018871e+002
3.76703798983897e+003,2.21606781574108e-003,1.59345803770508e+002
3.77572190925404e+003,2.31092206925828e-003,1.59297887239498e+002
3.78442584717082e+003,2.40617714843075e-003,1.59249858152675e+002
3.79314984973670e+003,2.50183455578152e-003,1.59201716236141e+002
3.80189396320550e+003,2.59789579752901e-003,1.59153461215270e+002
3.81065823393761e+003,2.69436238350314e-003,1.59105092814705e+002
3.81944270840035e+003,2.79123582711750e-003,1.59056610758352e+002
3.82824743316811e+003,2.88851764548212e-003,1.59008014769381e+002
3.83707245492267e+003,2.98620935925415e-003,1.58959304570222e+002
3.84591782045342e+003,3.08431249266197e-003,1.58910479882563e+002
3.85478357665760e+003,3.18282857345801e-003,1.58861540427350e+002
3.86366977054057e+003,3.28175913302191e-003,1.58812485924778e+002
3.87257644921605e+003,3.38110570615718e-003,1.58763316094298e+002
3.88150365990636e+003,3.48086983128494e-003,1.58714030654606e+002
3.89045144994268e+003,3.58105305022904e-003,1.58664629323645e+002
3.89941986676531e+003,3.68165690831141e-003,1.58615111818601e+002
3.90840895792390e+003,3.78268295432038e-003,1.58565477855903e+002
3.91741877107771e+003,3.88413274047492e-003,1.58515727151217e+002
3.92644935399587e+003,3.98600782237940e-003,1.58465859419447e+002
3.93550075455765e+003,4.08830975906694e-003,1.58415874374727e+002
3.94457302075266e+003,4.19104011296376e-003,1.58365771730427e+002
3.95366620068115e+003,4.29420044978792e-003,1.58315551199143e+002
3.96278034255427e+003,4.39779233858118e-003,1.58265212492696e+002
3.97191549469428e+003,4.50181735180627e-003,1.58214755322135e+002
3.98107170553485e+003,4.60627706509921e-003,1.58164179397725e+002
3.99024902362129e+003,4.71117305741092e-003,1.58113484428953e+002
3.99944749761085e+003,4.81650691093494e-003,1.58062670124522e+002
4.00866717627290e+003,4.92228021106788e-003,1.58011736192346e+002
4.01790810848927e+003,5.02849454640259e-003,1.57960682339551e+002
4.02717034325446e+003,5.13515150869639e-003,1.57909508272473e+002
4.03645392967592e+003,5.24225269290083e-003,1.57858213696652e+002
4.04575891697430e+003,5.34979969700458e-003,1.57806798316831e+002
4.05508535448371e+003,5.45779412214422e-003,1.57755261836953e+002
4.06443329165200e+003,5.56623757251838e-003,1.57703603960159e+002
4.07380277804099e+003,5.67513165534047e-003,1.57651824388788e+002
4.08319386332679e+003,5.78447798088200e-003,1.57599922824366e+002
4.09260659729998e+003,5.89427816235393e-003,1.57547898967614e+002
4.10204102986593e+003,6.00453381590186e-003,1.57495752518436e+002
4.11149721104509e+003,6.11524656069355e-003,1.57443483175924e+002
4.12097519097317e+003,6.22641801869246e-003,1.57391090638348e+002
4.13047501990148e+003,6.33804981475302e-003,1.57338574603160e+002
4.13999674819717e+003,6.45014357660035e-003,1.57285934766988e+002
4.14954042634349e+003,6.56270093475786e-003,1.57233170825630e+002
4.15910610494009e+003,6.67572352245754e-003,1.57180282474060e+002
4.16869383470322e+003,6.78921297575845e-003,1.57127269406415e+002
4.17830366646608e+003,6.90317093332779e-003,1.57074131316001e+002
4.18793565117905e+003,7.01759903663263e-003,1.57020867895284e+002
4.19758983990994e+003,7.13249892962854e-003,1.56967478835891e+002
4.20726628384430e+003,7.24787225898976e-003,1.56913963828605e+002
4.21696503428568e+003,7.36372067393087e-003,1.56860322563363e+002
4.22668614265589e+003,7.48004582611508e-003,1.56806554729253e+002
4.23642966049527e+003,7.59684936983437e-003,1.56752660014512e+002
4.24619563946299e+003,7.71413296173855e-003,1.56698638106523e+002
4.25598413133729e+003,7.83189826094792e-003,1.56644488691808e+002
4.26579518801578e+003,7.95014692890185e-003,1.56590211456033e+002
4.27562886151572e+003,8.06888062943863e-003,1.56535806083998e+002
4.28548520397425e+003,8.18810102866718e-003,1.56481272259638e+002
4.29536426764873e+003,8.30780979499683e-003,1.56426609666019e+002
4.30526610491696e+003,8.42800859898395e-003,1.56371817985333e+002
4.31519076827751e+003,8.54869911340795e-003,1.56316896898900e+002
4.32513831034994e+003,8.66988301317576e-003,1.56261846087160e+002
4.33510878387514e+003,8.79156197527446e-003,1.56206665229673e+002
4.34510224171557e+003,8.91373767873169e-003,1.56151354005114e+002
4.35511873685554e+003,9.03641180462216e-003,1.56095912091272e+002
4.36515832240151e+003,9.15958603588747e-003,1.56040339165046e+002
4.37522105158237e+003,9.28326205743701e-003,1.55984634902442e+002
4.38530697774971e+003,9.40744155603708e-003,1.55928798978569e+002
4.39541615437809e+003,9.53212622025196e-003,1.55872831067639e+002
4.40554863506538e+003,9.65731774040234e-003,1.55816730842960e+002
4.41570447353297e+003,9.78301780856224e-003,1.55760497976935e+002
4.42588372362611e+003,9.90922811843853e-003,1.55704132141060e+002
4.43608643931417e+003,1.00359503653543e-002,1.55647633005918e+002
4.44631267469093e+003,1.01631862461572e-002,1.55591000241179e+002
4.45656248397488e+003,1.02909374593071e-002,1.55534233515594e+002
4.46683592150948e+003,1.04192057045742e-002,1.55477332496993e+002
4.47713304176347e+003,1.05479926832864e-002,1.55420296852283e+002
4.48745389933117e+003,1.06773000979626e-002,1.55363126247444e+002
4.49779854893272e+003,1.08071296525421e-002,1.55305820347525e+002
4.50816704541445e+003,1.09374830521183e-002,1.55248378816642e+002
4.51855944374907e+003,1.10683620029734e-002,1.55190801317972e+002
4.52897579903605e+003,1.11997682125260e-002,1.55133087513756e+002
4.53941616650187e+003,1.13317033892025e-002,1.55075237065289e+002
4.54988060150033e+003,1.14641692425150e-002,1.55017249632919e+002
4.56036915951280e+003,1.15971674827999e-002,1.54959124876045e+002
4.57088189614859e+003,1.17306998213599e-002,1.54900862453115e+002
4.58141886714517e+003,1.18647679702523e-002,1.54842462021617e+002
4.59198012836852e+003,1.19993736423075e-002,1.54783923238083e+002
4.60256573581340e+003,1.21345185510043e-002,1.54725245758077e+002
4.61317574560363e+003,1.22702044105040e-002,1.54666429236203e+002
4.62381021399244e+003,1.24064329353656e-002,1.54607473326089e+002
4.63446919736272e+003,1.25432058408049e-002,1.54548377680394e+002
4.64515275222733e+003,1.26805248423659e-002,1.54489141950799e+002
4.65586093522942e+003,1.28183916559238e-002,1.54429765788006e+002
4.66659380314272e+003,1.29568079976275e-002,1.54370248841732e+002
4.67735141287181e+003,1.30957755838511e-002,1.54310590760709e+002
4.68813382145248e+003,1.32352961310475e-002,1.54250791192677e+002
4.69894108605199e+003,1.33753713557596e-002,1.54190849784384e+002
4.70977326396936e+003,1.35160029745069e-002,1.54130766181579e+002
4.72063041263574e+003,1.36571927036846e-002,1.54070540029013e+002
4.73151258961463e+003,1.37989422594932e-002,1.54010170970429e+002
4.74241985260228e+003,1.39412533579084e-002,1.53949658648566e+002
4.75335225942788e+003,1.40841277146085e-002,1.53889002705150e+002
4.76430986805398e+003,1.42275670447486e-002,1.53828202780892e+002
4.77529273657674e+003,1.43715730630592e-002,1.53767258515485e+002
4.78630092322621e+003,1.45161474836950e-002,1.53706169547600e+002
4.79733448636672e+003,1.46612920201010e-002,1.53644935514882e+002
4.80839348449711e+003,1.48070083849941e-002,1.53583556053947e+002
4.81947797625110e+003,1.49532982902677e-002,1.53522030800379e+002
4.83058802039755e+003,1.51001634468866e-002,1.53460359388724e+002
4.84172367584082e+003,1.52476055647513e-002,1.53398541452489e+002
4.85288500162103e+003,1.53956263527333e-002,1.53336576624136e+002
4.86407205691444e+003,1.55442275184604e-002,1.53274464535080e+002
4.87528490103368e+003,1.56934107682908e-002,1.53212204815686e+002
4.88652359342816e+003,1.58431778072003e-002,1.53149797095262e+002
4.89778819368428e+003,1.59935303386926e-002,1.53087241002057e+002
4.90907876152585e+003,1.61444700646885e-002,1.53024536163260e+002
4.92039535681433e+003,1.62959986854309e-002,1.52961682204990e+002
4.93173803954917e+003,1.64481178994102e-002,1.52898678752300e+002
4.94310686986817e+003,1.66008294032481e-002,1.52835525429165e+002
4.95450190804772e+003,1.67541348915693e-002,1.52772221858486e+002
4.96592321450317e+003,1.69080360569949e-002,1.52708767662079e+002
4.97737084978917e+003,1.70625345898739e-002,1.52645162460676e+002
4.98884487459993e+003,1.72176321782896e-002,1.52581405873919e+002
5.00034534976960e+003,1.73733305080127e-002,1.52517497520359e+002
5.01187233627253e+003,1.75296312622330e-002,1.52453437017446e+002
5.02342589522368e+003,1.76865361215558e-002,1.52389223981532e+002
5.03500608787886e+003,1.78440467638958e-002,1.52324858027862e+002
5.04661297563509e+003,1.80021648642451e-002,1.52260338770571e+002
5.05824662003095e+003,1.81608920947333e-002,1.52195665822685e+002
5.06990708274685e+003,1.83202301244175e-002,1.52130838796109e+002
5.08159442560541e+003,1.84801806191020e-002,1.52065857301627e+002
5.09330871057176e+003,1.86407452413740e-002,1.52000720948900e+002
5.10504999975387e+003,1.88019256503875e-002,1.51935429346459e+002
5.11681835540288e+003,1.89637235016752e-002,1.51869982101701e+002
5.12861383991345e+003,1.91261404471596e-002,1.51804378820884e+002
5.14043651582406e+003,1.92891781349943e-002,1.51738619109129e+002
5.15228644581737e+003,1.94528382093802e-002,1.51672702570407e+002
5.16416369272051e+003,1.96171223104512e-002,1.51606628807541e+002
5.17606831950548e+003,1.97820320742060e-002,1.51540397422199e+002
5.18800038928941e+003,1.99475691323074e-002,1.51474008014893e+002
5.19995996533496e+003,2.01137351119869e-002,1.51407460184971e+002
5.21194711105060e+003,2.02805316358517e-002,1.51340753530613e+002
5.22396188999100e+003,2.04479603218610e-002,1.51273887648830e+002
5.23600436585730e+003,2.06160227831015e-002,1.51206862135458e+002
5.24807460249752e+003,2.07847206276182e-002,1.51139676585153e+002
5.26017266390686e+003,2.09540554583725e-002,1.51072330591386e+002
5.27229861422802e+003,2.11240288730207e-002,1.51004823746443e+002
5.28445251775160e+003,2.12946424637612e-002,1.50937155641414e+002
5.29663443891637e+003,2.14658978172800e-002,1.50869325866194e+002
5.30884444230968e+003,2.16377965145153e-002,1.50801334009479e+002
5.32108259266774e+003,2.18103401304915e-002,1.50733179658754e+002
5.33334895487600e+003,2.19835302342588e-002,1.50664862400300e+002
5.34564359396951e+003,2.21573683886426e-002,1.50596381819180e+002
5.35796657513321e+003,2.23318561501510e-002,1.50527737499239e+002
5.37031796370232e+003,2.25069950687656e-002,1.50458929023098e+002
5.38269782516267e+003,2.26827866878148e-002,1.50389955972151e+002
5.39510622515107e+003,2.28592325438328e-002,1.50320817926561e+002
5.40754322945560e+003,2.30363341663218e-002,1.50251514465251e+002
5.42000890401603e+003,2.32140930776680e-002,1.50182045165905e+002
5.43250331492412e+003,2.33925107928594e-002,1.50112409604959e+002
5.44502652842400e+003,2.35715888194838e-002,1.50042607357601e+002
5.45757861091249e+003,2.37513286573574e-002,1.49972637997762e+002
5.47015962893950e+003,2.39317317985029e-002,1.49902501098113e+002
5.48276964920832e+003,2.41127997269552e-002,1.49832196230061e+002
5.49540873857603e+003,2.42945339184762e-002,1.49761722963744e+002
5.50807696405382e+003,2.44769358404778e-002,1.49691080868025e+002
5.52077439280736e+003,2.46600069517636e-002,1.49620269510490e+002
5.53350109215715e+003,2.48437487024405e-002,1.49549288457440e+002
5.54625712957889e+003,2.50281625336107e-002,1.49478137273890e+002
5.55904257270381e+003,2.52132498773196e-002,1.49406815523559e+002
5.57185748931908e+003,2.53990121561554e-002,1.49335322768872e+002
5.58470194736808e+003,2.55854507832993e-002,1.49263658570948e+002
5.59757601495088e+003,2.57725671621523e-002,1.49191822489601e+002
5.61047976032448e+003,2.59603626862195e-002,1.49119814083332e+002
5.62341325190327e+003,2.61488387388238e-002,1.49047632909324e+002
5.63637655825932e+003,2.63379966930271e-002,1.48975278523440e+002
5.64936974812280e+003,2.65278379113184e-002,1.48902750480214e+002
5.66239289038231e+003,2.67183637454144e-002,1.48830048332849e+002
5.67544605408524e+003,2.69095755361056e-002,1.48757171633211e+002
5.68852930843819e+003,2.71014746130101e-002,1.48684119931825e+002
5.70164272280725e+003,2.72940622943011e-002,1.48610892777867e+002
5.71478636671844e+003,2.74873398865972e-002,1.48537489719163e+002
5.72796030985806e+003,2.76813086846015e-002,1.48463910302182e+002
5.74116462207304e+003,2.78759699710400e-002,1.48390154072029e+002
5.75439937337134e+003,2.80713250162854e-002,1.48316220572444e+002
5.76766463392227e+003,2.82673750782379e-002,1.48242109345794e+002
5.78096047405695e+003,2.84641214019801e-002,1.48167819933068e+002
5.79428696426858e+003,2.86615652196287e-002,1.48093351873873e+002
5.80764417521288e+003,2.88597077500783e-002,1.48018704706427e+002
5.82103217770848e+003,2.90585501987354e-002,1.47943877967558e+002
5.83445104273721e+003,2.92580937573242e-002,1.47868871192692e+002
5.84790084144457e+003,2.94583396035363e-002,1.47793683915854e+002
5.86138164514005e+003,2.96592889008993e-002,1.47718315669659e+002
5.87489352529753e+003,2.98609427984429e-002,1.47642765985309e+002
5.88843655355565e+003,3.00633024304860e-002,1.47567034392585e+002
5.90201080171820e+003,3.02663689163460e-002,1.47491120419846e+002
5.91561634175450e+003,3.04701433601062e-002,1.47415023594017e+002
5.92925324579975e+003,3.06746268503193e-002,1.47338743440590e+002
5.94292158615548e+003,3.08798204598067e-002,1.47262279483616e+002
5.95662143528986e+003,3.10857252452321e-002,1.47185631245700e+002
5.97035286583812e+003,3.12923422470744e-002,1.47108798247993e+002
5.98411595060295e+003,3.14996724890462e-002,1.47031780010190e+002
5.99791076255485e+003,3.17077169780908e-002,1.46954576050523e+002
6.01173737483253e+003,3.19164767039439e-002,1.46877185885757e+002
6.02559586074333e+003,3.21259526388788e-002,1.46799609031181e+002
6.03948629376355e+003,3.23361457374100e-002,1.46721845000605e+002
6.05340874753888e+003,3.25470569360312e-002,1.46643893306354e+002
6.06736329588480e+003,3.27586871528671e-002,1.46565753459263e+002
6.08135001278692e+003,3.29710372874481e-002,1.46487424968671e+002
6.09536897240143e+003,3.31841082202774e-002,1.46408907342411e+002
6.10942024905546e+003,3.33979008127102e-002,1.46330200086814e+002
6.12350391724748e+003,3.36124159064509e-002,1.46251302706693e+002
6.13762005164768e+003,3.38276543233425e-002,1.46172214705345e+002
6.15176872709842e+003,3.40436168650627e-002,1.46092935584538e+002
6.16595001861456e+003,3.42603043127448e-002,1.46013464844514e+002
6.18016400138390e+003,3.44777174266746e-002,1.45933801983974e+002
6.19441075076755e+003,3.46958569459967e-002,1.45853946500079e+002
6.20869034230037e+003,3.49147235882952e-002,1.45773897888442e+002
6.22300285169133e+003,3.51343180493523e-002,1.45693655643120e+002
6.23734835482393e+003,3.53546410027066e-002,1.45613219256612e+002
6.25172692775659e+003,3.55756930994900e-002,1.45532588219848e+002
6.26613864672309e+003,3.57974749678464e-002,1.45451762022189e+002
6.28058358813291e+003,3.60199872127340e-002,1.45370740151415e+002
6.29506182857171e+003,3.62432304155301e-002,1.45289522093726e+002
6.30957344480166e+003,3.64672051336577e-002,1.45208107333727e+002
6.32411851376192e+003,3.66919119002456e-002,1.45126495354431e+002
6.33869711256900e+003,3.69173512237377e-002,1.45044685637247e+002
6.35330931851716e+003,3.71435235875345e-002,1.44962677661976e+002
6.36795520907888e+003,3.73704294496199e-002,1.44880470906803e+002
6.38263486190521e+003,3.75980692422006e-002,1.44798064848294e+002
6.39734835482620e+003,3.78264433712161e-002,1.44715458961389e+002
6.41209576585134e+003,3.80555522161628e-002,1.44632652719393e+002
6.42687717316992e+003,3.82853961294004e-002,1.44549645593973e+002
6.44169265515149e+003,3.85159754360817e-002,1.44466437055150e+002
6.45654229034627e+003,3.87472904335366e-002,1.44383026571292e+002
6.47142615748555e+003,3.89793413909096e-002,1.44299413609112e+002
6.48634433548210e+003,3.92121285487285e-002,1.44215597633656e+002
6.50129690343062e+003,3.94456521186191e-002,1.44131578108300e+002
6.51628394060814e+003,3.96799122827396e-002,1.44047354494742e+002
6.53130552647444e+003,3.99149091933823e-002,1.43962926252998e+002
6.54636174067246e+003,4.01506429726188e-002,1.43878292841392e+002
6.56145266302877e+003,4.03871137118127e-002,1.43793453716553e+002
6.57657837355392e+003,4.06243214711876e-002,1.43708408333408e+002
6.59173895244292e+003,4.08622662793498e-002,1.43623156145171e+002
6.60693448007567e+003,4.11009481329407e-002,1.43537696603343e+002
6.62216503701733e+003,4.13403669960449e-002,1.43452029157701e+002
6.63743070401879e+003,4.15805227999331e-002,1.43366153256294e+002
6.65273156201712e+003,4.18214154423068e-002,1.43280068345435e+002
6.66806769213592e+003,4.20630447871820e-002,1.43193773869692e+002
6.68343917568585e+003,4.23054106640957e-002,1.43107269271888e+002
6.69884609416497e+003,4.25485128678361e-002,1.43020553993088e+002
6.71428852925922e+003,4.27923511578914e-002,1.42933627472594e+002
6.72976656284288e+003,4.30369252579824e-002,1.42846489147939e+002
