#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2019-11-11 16:41:04.415
#Start: 40000 Hz
#Stop: 70000 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42537 V
#Offset: 0.000183761 V
#Relative: no
#Channel: Channel 2
#Range: 5.47028 V
#Offset: -7.92091e-07 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
54926.45273090283,0.02507688866814585,-8.950551362320629,92.52428171949416
55131.75352548667,0.02540935058665508,-8.505556237222281,87.95775547352468
55337.82168104434,0.0251380879442734,-8.096941618276578,83.17928446878544
55544.66006577158,0.02633852551077438,-7.734085476593526,78.19516630519523
55752.2715585847,0.02625563230191533,-7.407407711646953,73.0990765624078
55960.65904916064,0.02485739854322809,-7.133309874903785,67.92590104146518
56169.82543797723,0.01962701224054287,-6.903800873937005,62.70421071905253
56379.7736363535,0.0130371310286938,-6.727133193444433,57.48615146641923
56590.50656649024,0.01828812812340733,-6.59066664483166,52.34276688947659
56802.02716151067,0.0228146158622396,-6.494166341967277,47.32927459026551
57014.33836550126,0.02450679051619166,-6.42708751887474,42.42129631591226
57227.44313355273,0.02617814765291132,-6.39432898832489,37.66178769351129
57441.34443180114,0.02824012727527077,-6.382913887647401,33.07047645803817
57656.04523746918,0.02866956196164298,-6.389187439486538,28.63851945456621
57871.54853890766,0.02580603989593045,-6.400114641105067,24.36517958405699
58087.85733563704,0.02917660358622158,-6.424902175166599,20.22376931807437
58304.97463838923,0.02806594295709405,-6.450472279381591,16.21742511487578
58522.90346914944,0.02719081543918785,-6.471178041875769,12.32943544714031
58741.6468611983,0.02645440262037019,-6.492476000710763,8.504001748393616
58961.20785915406,0.02937619097917708,-6.506840874721921,4.744915665584941
59181.58951901495,0.02563847956423274,-6.515306386730455,1.040180295064125
59402.79490820173,0.01913876516821764,-6.514170757012741,-2.670633673885163
59624.82710560037,0.01935920990918525,-6.510478925313762,-6.404641148907793
59847.68920160491,0.02442838002886751,-6.499890365969564,-10.15347814298403
60071.3842981605,0.02905090222060225,-6.481982281306737,-13.97322184142264
60295.91550880657,0.0300209640410656,-6.460616423881911,-17.88423651689448
60521.2859587201,0.0303524390062557,-6.44088683852979,-21.90383015682926
60747.49878475921,0.03071113751148933,-6.422969974834186,-26.01862252545563
60974.55713550674,0.0296918253055117,-6.410183036022898,-30.30724971936601
61202.46417131418,0.0290318241343751,-6.408810743349368,-34.74625766679185
61431.22306434552,0.03144655998308404,-6.426860142208644,-39.32868103747607
61660.83699862152,0.03175034781640604,-6.471226253465529,-44.05454956511697
61891.30917006395,0.02962336626068487,-6.537281198245283,-48.95319056839941
62122.64278654013,0.02850080734195114,-6.642386552728574,-53.93546162659446
62354.84106790755,0.02423156082215547,-6.78732331267706,-59.02608749052867
62587.90724605868,0.01795559187795105,-6.972054437845147,-64.1687522755723
62821.84456496597,0.02682889064665094,-7.210265535083274,-69.27865308498245
63056.65628072699,0.02930075354021628,-7.49070628360598,-74.36996673250783
63292.34566160976,0.0322852962604501,-7.815032814009405,-79.35677648109099
63528.91598809823,0.03323286547806666,-8.188426136721391,-84.16358262339686
63766.37055293796,0.03186465745268077,-8.589794440056966,-88.82553006616722
64004.71266118192,0.0307055186492418,-9.032451186575928,-93.23663448193813
64243.94563023651,0.03122803260271444,-9.497951343611577,-97.46490908402544
64484.07278990775,0.03306396995904787,-9.989953479006866,-101.4182563536721
64725.09748244759,0.03282667061385101,-10.49375639361884,-105.1143817626744
64967.02306260046,0.03352717374675128,-11.01490197135337,-108.5852643332378
65209.85289764994,0.03174568844936108,-11.53941671104184,-111.8230115673723
65453.59036746565,0.03300617448058901,-12.0643472935969,-114.8188309915325
65698.23886455029,0.03392253942797568,-12.58918841985717,-117.6570959663134
65943.80179408683,0.03350652600522587,-13.1082969347747,-120.2076121880734
66190.28257398595,0.03597329600481208,-13.63591196755754,-122.6398288617882
66437.68463493358,0.03288305468083252,-14.15152272155291,-124.8926682060331
66686.01142043866,0.03010408559914123,-14.65974867942652,-127.0241999266762
66935.26638688109,0.02507506672563948,-15.16277898486176,-128.9250524290492
67185.4530035598,0.02021145002406581,-15.64937042177583,-130.778950245791
67436.57475274106,0.02843874204181758,-16.13126839719599,-132.4664075164559
67688.63512970693,0.03020410562042178,-16.60924793556241,-134.0592358628721
67941.63764280398,0.03462089598016221,-17.07027928839538,-135.4722983664506
68195.585813492,0.03617080326854949,-17.52734556669288,-136.9662324722071
68450.48317639311,0.03469674103428748,-17.96179423588285,-138.2414529397796
68706.33327934095,0.03706968992282566,-18.41096539803744,-139.4984452025847
68963.13968343001,0.03505112221143059,-18.83265906442981,-140.7535160511158
69220.90596306522,0.03510810389569557,-19.26251119490104,-141.8179759260557
69479.63570601173,0.0362367828752361,-19.67781929618443,-142.8252327328332
69739.33251344482,0.03657122891509668,-20.06638721423069,-143.9303617133554
70000,0.03789342143735354,-20.46434855559477,-144.83549087963
