Freq.	V(vout)
4.00000000000000e+004	(-1.76871035799299e+001dB,-9.43775929189083e+001°)
4.00922095231160e+004	(-1.76305704087975e+001dB,-9.44050879925940e+001°)
4.01846316111358e+004	(-1.75737149294546e+001dB,-9.44329156393221e+001°)
4.02772667540722e+004	(-1.75165329398115e+001dB,-9.44610821281475e+001°)
4.03701154430674e+004	(-1.74590201590028e+001dB,-9.44895938871612e+001°)
4.04631781703959e+004	(-1.74011722254223e+001dB,-9.45184575085706e+001°)
4.05564554294672e+004	(-1.73429846946960e+001dB,-9.45476797539473e+001°)
4.06499477148278e+004	(-1.72844530375923e+001dB,-9.45772675596983e+001°)
4.07436555221647e+004	(-1.72255726378652e+001dB,-9.46072280427451e+001°)
4.08375793483072e+004	(-1.71663387900298e+001dB,-9.46375685064180e+001°)
4.09317196912301e+004	(-1.71067466970671e+001dB,-9.46682964465881e+001°)
4.10260770500563e+004	(-1.70467914680534e+001dB,-9.46994195580465e+001°)
4.11206519250589e+004	(-1.69864681157149e+001dB,-9.47309457411300e+001°)
4.12154448176646e+004	(-1.69257715539016e+001dB,-9.47628831086159e+001°)
4.13104562304559e+004	(-1.68646965949787e+001dB,-9.47952399929004e+001°)
4.14056866671737e+004	(-1.68032379471322e+001dB,-9.48280249534595e+001°)
4.15011366327205e+004	(-1.67413902115851e+001dB,-9.48612467846288e+001°)
4.15968066331623e+004	(-1.66791478797207e+001dB,-9.48949145236879e+001°)
4.16926971757321e+004	(-1.66165053301094e+001dB,-9.49290374592973e+001°)
4.17888087688320e+004	(-1.65534568254341e+001dB,-9.49636251402752e+001°)
4.18851419220359e+004	(-1.64899965093129e+001dB,-9.49986873847533e+001°)
4.19816971460928e+004	(-1.64261184030113e+001dB,-9.50342342897101e+001°)
4.20784749529289e+004	(-1.63618164020416e+001dB,-9.50702762409280e+001°)
4.21754758556503e+004	(-1.62970842726445e+001dB,-9.51068239233624e+001°)
4.22727003685463e+004	(-1.62319156481482e+001dB,-9.51438883319635e+001°)
4.23701490070915e+004	(-1.61663040251985e+001dB,-9.51814807829763e+001°)
4.24678222879489e+004	(-1.61002427598565e+001dB,-9.52196129257382e+001°)
4.25657207289726e+004	(-1.60337250635568e+001dB,-9.52582967549839e+001°)
4.26638448492102e+004	(-1.59667439989208e+001dB,-9.52975446237188e+001°)
4.27621951689062e+004	(-1.58992924754197e+001dB,-9.53373692566491e+001°)
4.28607722095042e+004	(-1.58313632448774e+001dB,-9.53777837642415e+001°)
4.29595764936497e+004	(-1.57629488968123e+001dB,-9.54188016574111e+001°)
4.30586085451933e+004	(-1.56940418536045e+001dB,-9.54604368628758e+001°)
4.31578688891931e+004	(-1.56246343654849e+001dB,-9.55027037392461e+001°)
4.32573580519174e+004	(-1.55547185053375e+001dB,-9.55456170938399e+001°)
4.33570765608481e+004	(-1.54842861633052e+001dB,-9.55891922002930e+001°)
4.34570249446825e+004	(-1.54133290411916e+001dB,-9.56334448170140e+001°)
4.35572037333373e+004	(-1.53418386466491e+001dB,-9.56783912065134e+001°)
4.36576134579502e+004	(-1.52698062871434e+001dB,-9.57240481556568e+001°)
4.37582546508837e+004	(-1.51972230636851e+001dB,-9.57704329969027e+001°)
